month,CDIcomp,CDIprod,CDInounprod,noCDI,CDInouncomp,CHI,CHItypes,obs_1stpoint_mo,obs_1stprodN_mo,obs_1stprod_any_mo,obs_walk3_mo,obs_walk10_mo,rep_1stpoint_mo,rep_1stprodN_mo,rep_1stprod_any_mo,rep_walk3_mo,rep_1stcomp_any_mo,rep_1stcompN_mo,obs3w,rep3w,obsp,repp,obst,rept,subj
6,3,0,0,FALSE,1,0,0,11,12,11,12,12,6,11,11,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,794
7,5,0,0,FALSE,2,0,0,11,12,11,12,12,6,11,11,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,794
8,18,0,0,FALSE,11,0,0,11,12,11,12,12,6,11,11,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,794
9,23,0,0,FALSE,14,0,0,11,12,11,12,12,6,11,11,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,794
10,49,0,0,FALSE,32,0,0,11,12,11,12,12,6,11,11,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,794
11,71,6,3,FALSE,41,0,0,11,12,11,12,12,6,11,11,11,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,794
12,108,14,6,FALSE,66,25,3,11,12,11,12,12,6,11,11,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,794
13,187,77,54,FALSE,123,32,10,11,12,11,12,12,6,11,11,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,794
14,257,145,109,FALSE,172,29,11,11,12,11,12,12,6,11,11,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,794
15,299,226,157,FALSE,186,28,16,11,12,11,12,12,6,11,11,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,794
16,345,288,189,FALSE,202,84,20,11,12,11,12,12,6,11,11,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,794
17,376,372,222,FALSE,222,206,58,11,12,11,12,12,6,11,11,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,794
18,383,378,225,FALSE,225,NA,NA,11,12,11,12,12,6,11,11,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,794
6,0,0,0,FALSE,0,0,0,12,12,11,14,14,9,9,9,12,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,828
7,0,0,0,FALSE,0,0,0,12,12,11,14,14,9,9,9,12,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,828
8,7,0,0,FALSE,5,0,0,12,12,11,14,14,9,9,9,12,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,828
9,8,2,1,FALSE,5,0,0,12,12,11,14,14,9,9,9,12,8,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,828
10,8,2,1,FALSE,5,0,0,12,12,11,14,14,9,9,9,12,8,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,828
11,10,3,2,FALSE,6,0,0,12,12,11,14,14,9,9,9,12,8,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,828
12,15,6,2,FALSE,6,1,1,12,12,11,14,14,9,9,9,12,8,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,828
13,19,12,5,FALSE,7,0,0,12,12,11,14,14,9,9,9,12,8,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,828
14,42,17,10,FALSE,20,5,2,12,12,11,14,14,9,9,9,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,828
15,69,22,15,FALSE,40,10,5,12,12,11,14,14,9,9,9,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,828
16,116,33,19,FALSE,64,20,5,12,12,11,14,14,9,9,9,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,828
17,173,48,27,FALSE,101,38,5,12,12,11,14,14,9,9,9,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,828
18,209,74,43,FALSE,127,NA,NA,12,12,11,14,14,9,9,9,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,828
6,8,0,0,FALSE,7,0,0,12,12,12,13,13,7,11,11,13,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,309
7,10,0,0,FALSE,8,0,0,12,12,12,13,13,7,11,11,13,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,309
8,13,0,0,FALSE,9,0,0,12,12,12,13,13,7,11,11,13,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,309
9,15,0,0,FALSE,9,0,0,12,12,12,13,13,7,11,11,13,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,309
10,22,0,0,FALSE,15,0,0,12,12,12,13,13,7,11,11,13,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,309
11,35,1,1,FALSE,24,0,0,12,12,12,13,13,7,11,11,13,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,309
12,38,1,1,FALSE,25,0,0,12,12,12,13,13,7,11,11,13,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,309
13,57,1,1,FALSE,39,0,0,12,12,12,13,13,7,11,11,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,309
14,74,1,1,FALSE,49,7,1,12,12,12,13,13,7,11,11,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,309
15,123,5,1,FALSE,80,0,0,12,12,12,13,13,7,11,11,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,309
16,169,10,3,FALSE,114,8,4,12,12,12,13,13,7,11,11,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,309
17,250,20,9,FALSE,171,1,1,12,12,12,13,13,7,11,11,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,309
18,273,31,14,FALSE,179,NA,NA,12,12,12,13,13,7,11,11,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,309
6,0,0,0,FALSE,0,0,0,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,749
7,9,2,1,FALSE,7,0,0,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,749
8,53,5,4,FALSE,23,0,0,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,749
9,88,8,4,FALSE,43,0,0,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,749
10,147,10,6,FALSE,85,0,0,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,749
11,202,11,6,FALSE,100,43,4,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,749
12,223,22,11,FALSE,111,12,3,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,749
13,249,50,27,FALSE,132,3,2,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,749
14,265,66,40,FALSE,142,9,6,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,749
15,285,69,41,FALSE,155,31,16,10,11,10,17,17,9,7,7,16,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,749
16,302,92,61,FALSE,167,27,16,10,11,10,17,17,9,7,7,16,7,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,749
17,326,120,76,FALSE,185,173,18,10,11,10,17,17,9,7,7,16,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,749
18,337,144,98,FALSE,189,NA,NA,10,11,10,17,17,9,7,7,16,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,749
6,10,0,0,FALSE,7,0,0,11,12,12,14,14,11,11,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,623
7,13,0,0,FALSE,8,0,0,11,12,12,14,14,11,11,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,623
8,80,0,0,FALSE,54,0,0,11,12,12,14,14,11,11,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,623
9,102,0,0,FALSE,70,0,0,11,12,12,14,14,11,11,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,623
10,127,0,0,FALSE,88,0,0,11,12,12,14,14,11,11,11,14,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,623
11,147,1,1,FALSE,102,0,0,11,12,12,14,14,11,11,11,14,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,623
12,195,1,1,FALSE,137,1,1,11,12,12,14,14,11,11,11,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,623
13,220,1,1,FALSE,145,65,1,11,12,12,14,14,11,11,11,14,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,623
14,233,7,6,FALSE,155,86,2,11,12,12,14,14,11,11,11,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,623
15,262,9,6,FALSE,172,84,2,11,12,12,14,14,11,11,11,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,623
16,293,19,15,FALSE,184,32,6,11,12,12,14,14,11,11,11,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,623
17,302,24,17,FALSE,190,5,2,11,12,12,14,14,11,11,11,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,623
18,317,36,26,FALSE,195,NA,NA,11,12,12,14,14,11,11,11,14,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,623
6,8,0,0,FALSE,7,0,0,12,12,11,12,12,11,17,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,279
7,11,0,0,FALSE,8,0,0,12,12,11,12,12,11,17,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,279
8,11,0,0,FALSE,8,0,0,12,12,11,12,12,11,17,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,279
9,14,0,0,FALSE,9,0,0,12,12,11,12,12,11,17,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,279
10,29,0,0,FALSE,17,1,1,12,12,11,12,12,11,17,12,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,279
11,39,0,0,FALSE,22,0,0,12,12,11,12,12,11,17,12,12,6,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,279
12,79,1,0,FALSE,51,1,1,12,12,11,12,12,11,17,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279
13,88,2,0,FALSE,55,1,1,12,12,11,12,12,11,17,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279
14,146,2,0,FALSE,97,0,0,12,12,11,12,12,11,17,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279
15,171,3,0,FALSE,117,0,0,12,12,11,12,12,11,17,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279
16,230,9,0,FALSE,149,14,8,12,12,11,12,12,11,17,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279
17,246,38,13,FALSE,155,55,12,12,12,11,12,12,11,17,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279
18,290,71,36,FALSE,180,NA,NA,12,12,11,12,12,11,17,12,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279
6,0,0,0,FALSE,0,0,0,12,9,9,14,14,16,16,13,13,10,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,626
7,0,0,0,FALSE,0,0,0,12,9,9,14,14,16,16,13,13,10,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,626
8,0,0,0,FALSE,0,0,0,12,9,9,14,14,16,16,13,13,10,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,626
10,1,0,0,FALSE,0,0,0,12,9,9,14,14,16,16,13,13,10,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,626
11,14,0,0,FALSE,12,0,0,12,9,9,14,14,16,16,13,13,10,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,626
12,60,0,0,FALSE,41,0,0,12,9,9,14,14,16,16,13,13,10,12,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,626
13,98,1,0,FALSE,74,0,0,12,9,9,14,14,16,16,13,13,10,12,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,626
16,199,7,3,FALSE,104,42,3,12,9,9,14,14,16,16,13,13,10,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,626
18,255,19,11,FALSE,135,NA,NA,12,9,9,14,14,16,16,13,13,10,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,626
6,9,0,0,FALSE,7,0,0,12,12,12,14,14,12,13,13,13,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,664
7,16,0,0,FALSE,9,0,0,12,12,12,14,14,12,13,13,13,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,664
8,17,0,0,FALSE,9,0,0,12,12,12,14,14,12,13,13,13,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,664
9,18,0,0,FALSE,10,0,0,12,12,12,14,14,12,13,13,13,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,664
10,31,0,0,FALSE,17,0,0,12,12,12,14,14,12,13,13,13,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,664
11,57,0,0,FALSE,30,0,0,12,12,12,14,14,12,13,13,13,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,664
12,91,0,0,FALSE,47,1,1,12,12,12,14,14,12,13,13,13,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,664
13,106,4,4,FALSE,60,5,3,12,12,12,14,14,12,13,13,13,6,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,664
14,138,5,5,FALSE,76,14,5,12,12,12,14,14,12,13,13,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,664
15,187,9,7,FALSE,101,83,7,12,12,12,14,14,12,13,13,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,664
16,195,10,8,FALSE,106,11,2,12,12,12,14,14,12,13,13,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,664
17,230,16,9,FALSE,118,10,3,12,12,12,14,14,12,13,13,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,664
18,275,28,18,FALSE,138,NA,NA,12,12,12,14,14,12,13,13,13,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,664
6,42,0,0,FALSE,25,0,0,12,13,13,12,12,7,12,12,11,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,129
7,70,0,0,FALSE,39,0,0,12,13,13,12,12,7,12,12,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,129
8,106,0,0,FALSE,61,0,0,12,13,13,12,12,7,12,12,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,129
9,135,0,0,FALSE,80,0,0,12,13,13,12,12,7,12,12,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,129
10,169,0,0,FALSE,105,0,0,12,13,13,12,12,7,12,12,11,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,129
11,208,3,2,FALSE,129,0,0,12,13,13,12,12,7,12,12,11,6,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,129
12,222,7,5,FALSE,132,0,0,12,13,13,12,12,7,12,12,11,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,129
13,229,7,5,FALSE,137,1,1,12,13,13,12,12,7,12,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129
14,247,15,7,FALSE,153,7,2,12,13,13,12,12,7,12,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129
15,263,20,9,FALSE,159,32,7,12,13,13,12,12,7,12,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129
16,269,37,17,FALSE,162,17,6,12,13,13,12,12,7,12,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129
17,271,43,22,FALSE,163,18,11,12,13,13,12,12,7,12,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129
18,305,89,53,FALSE,176,NA,NA,12,13,13,12,12,7,12,12,11,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129
6,8,0,0,FALSE,6,0,0,16,13,13,12,12,9,10,10,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,860
7,8,0,0,FALSE,6,0,0,16,13,13,12,12,9,10,10,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,860
8,28,0,0,FALSE,19,0,0,16,13,13,12,12,9,10,10,12,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,860
9,28,0,0,FALSE,19,0,0,16,13,13,12,12,9,10,10,12,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,860
10,48,3,1,FALSE,31,0,0,16,13,13,12,12,9,10,10,12,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,860
11,60,4,1,FALSE,39,1,1,16,13,13,12,12,9,10,10,12,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,860
12,102,5,2,FALSE,70,0,0,16,13,13,12,12,9,10,10,12,6,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,860
13,161,5,2,FALSE,106,7,2,16,13,13,12,12,9,10,10,12,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,860
14,206,9,3,FALSE,134,14,5,16,13,13,12,12,9,10,10,12,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,860
15,226,18,7,FALSE,146,10,3,16,13,13,12,12,9,10,10,12,6,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,860
16,252,32,16,FALSE,161,15,3,16,13,13,12,12,9,10,10,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,860
17,296,69,43,FALSE,180,8,3,16,13,13,12,12,9,10,10,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,860
18,332,147,105,FALSE,194,NA,NA,16,13,13,12,12,9,10,10,12,6,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,860
6,0,0,0,FALSE,0,0,0,12,10,10,12,12,13,12,12,12,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,378
7,0,0,0,FALSE,0,0,0,12,10,10,12,12,13,12,12,12,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,378
8,6,0,0,FALSE,6,0,0,12,10,10,12,12,13,12,12,12,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,378
9,12,0,0,FALSE,8,0,0,12,10,10,12,12,13,12,12,12,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,378
10,15,0,0,FALSE,9,1,1,12,10,10,12,12,13,12,12,12,8,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,378
11,48,0,0,FALSE,34,1,1,12,10,10,12,12,13,12,12,12,8,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,378
12,86,7,7,FALSE,58,12,2,12,10,10,12,12,13,12,12,12,8,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,378
13,128,25,17,FALSE,83,20,10,12,10,10,12,12,13,12,12,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,378
14,170,41,30,FALSE,120,80,21,12,10,10,12,12,13,12,12,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,378
15,190,66,45,FALSE,133,82,25,12,10,10,12,12,13,12,12,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,378
16,226,132,98,FALSE,160,186,41,12,10,10,12,12,13,12,12,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,378
17,270,189,136,FALSE,178,255,58,12,10,10,12,12,13,12,12,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,378
18,307,245,172,FALSE,196,NA,NA,12,10,10,12,12,13,12,12,12,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,378
6,1,0,0,FALSE,0,0,0,12,11,11,15,15,10,11,8,13,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,294
7,4,1,0,FALSE,1,0,0,12,11,11,15,15,10,11,8,13,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,294
8,14,1,0,FALSE,8,0,0,12,11,11,15,15,10,11,8,13,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,294
9,23,1,0,FALSE,15,0,0,12,11,11,15,15,10,11,8,13,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,294
10,46,3,0,FALSE,26,0,0,12,11,11,15,15,10,11,8,13,6,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,294
11,77,9,3,FALSE,52,8,2,12,11,11,15,15,10,11,8,13,6,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,294
12,128,17,8,FALSE,91,26,1,12,11,11,15,15,10,11,8,13,6,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,294
13,167,27,12,FALSE,117,17,2,12,11,11,15,15,10,11,8,13,6,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,294
14,216,32,16,FALSE,143,2,1,12,11,11,15,15,10,11,8,13,6,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,294
15,261,76,55,FALSE,168,12,4,12,11,11,15,15,10,11,8,13,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,294
16,292,125,91,FALSE,183,49,15,12,11,11,15,15,10,11,8,13,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,294
17,315,184,132,FALSE,191,84,18,12,11,11,15,15,10,11,8,13,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,294
